"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
24.53,"","","",205.9833,3.7954,203.7069,5.2174,36.9990,11.8900
24.57,"","","",205.9616,3.6147,203.7638,5.2174,37.0000,11.8860
24.60,"","","",205.9562,3.5243,203.7088,5.3106,37.0010,11.8470
24.63,"","","",205.9336,3.5243,203.6678,5.3106,37.0010,11.8150
24.67,"","","",205.9056,3.5243,203.6892,5.2174,37.0000,11.8270
24.70,"","","",205.9074,3.5243,203.6753,5.2174,37.0000,11.8160
24.73,"","","",205.8993,3.5243,203.6538,5.2174,37.0000,11.8480
24.77,"","","",205.8604,3.6147,203.6305,5.2174,36.9990,11.8690
24.80,"","","",205.8405,3.7050,203.6352,5.2174,36.9990,11.9040
24.83,"","","",205.8658,3.7050,203.5998,5.2174,36.9990,11.9070
24.87,"","","",205.8604,3.7954,203.5961,5.2174,37.0000,11.8780
24.90,"","","",205.8821,3.7954,203.6007,5.2174,37.0000,11.8950
24.93,"","","",205.9011,3.7050,203.5411,5.3106,37.0000,11.8630
24.97,"","","",205.8505,3.6147,203.5513,5.3106,37.0000,11.8550
25.00,"","","",205.8333,3.5243,203.5430,5.4037,37.0020,11.8040
25.03,"","","",205.8270,3.4339,203.5299,5.3106,37.0000,11.8210
25.07,"","","",205.8026,3.4339,203.5178,5.3106,37.0000,11.8110
25.10,"","","",205.8234,3.3436,203.5057,5.3106,36.9980,11.8830
25.13,"","","",205.8161,3.3436,203.4926,5.3106,36.9990,11.8830
25.17,"","","",205.7854,3.3436,203.5104,5.1242,36.9990,11.9180
25.20,"","","",205.7655,3.4339,203.5094,5.0311,37.0010,11.8830
25.23,"","","",205.7701,3.4339,203.5066,4.9379,37.0000,11.8770
25.27,"","","",205.7691,3.4339,203.4852,4.8447,37.0010,11.8360
25.30,"","","",205.7691,3.4339,203.5038,4.8447,37.0010,11.8260
25.33,"","","",205.7529,3.4339,203.4992,4.8447,37.0010,11.8040
25.37,"","","",205.7565,3.4339,203.4722,4.8447,37.0000,11.7950
25.40,"","","",205.7402,3.5243,203.4563,4.8447,37.0000,11.8300
25.43,"","","",205.7303,3.6147,203.4367,4.8447,37.0010,11.8030
25.47,"","","",205.7176,3.6147,203.4237,4.9379,36.9990,11.8400
25.50,"","","",205.7113,3.7050,203.4479,4.9379,37.0000,11.8300
25.53,"","","",205.7194,3.7954,203.4377,4.8447,37.0000,11.8080
25.57,"","","",205.7203,3.8858,203.3846,4.8447,37.0010,11.7780
25.60,"","","",205.7294,3.8858,203.3892,4.8447,36.9990,11.8150
25.63,"","","",205.7547,3.7954,203.4107,4.8447,36.9990,11.8420
25.67,"","","",205.7366,3.7954,203.3641,4.7516,37.0000,11.8190
25.70,"","","",205.6860,3.8858,203.3492,4.7516,36.9990,11.8580
25.73,"","","",205.6752,3.8858,203.3380,4.7516,37.0020,11.8000
25.77,"","","",205.6851,3.8858,203.3128,4.9379,37.0000,11.8180
25.80,"","","",205.6752,3.7954,203.3194,5.0311,36.9990,11.8460
25.83,"","","",205.6679,3.6147,203.2970,5.1242,37.0000,11.8480
25.87,"","","",205.6372,3.6147,203.2802,5.1242,37.0010,11.8090
25.90,"","","",205.6399,3.5243,203.3026,5.0311,36.9980,11.8690
25.93,"","","",205.6218,3.5243,203.2840,4.9379,36.9990,11.8740
25.97,"","","",205.6218,3.4339,203.2430,5.0311,37.0000,11.8870
26.00,"","","",205.5857,3.5243,203.2513,4.9379,37.0000,11.8940
26.03,"","","",205.5658,3.6147,203.2225,5.0311,37.0010,11.8670
26.07,"","","",205.5694,3.7050,203.1628,5.1242,36.9990,11.8990
26.10,"","","",205.5821,3.7050,203.1787,5.2174,37.0000,11.8760
26.13,"","","",205.5857,3.7954,203.1824,5.2174,37.0000,11.8660
26.17,"","","",205.5767,3.7954,203.1852,5.3106,37.0000,11.8630
26.20,"","","",205.5676,3.8858,203.1582,5.3106,37.0000,11.8840
26.23,"","","",205.5956,3.7050,203.1461,5.4037,37.0000,11.8930
26.27,"","","",205.5622,3.6147,203.1395,5.4969,37.0010,11.8570
26.30,"","","",205.5197,3.7050,203.1414,5.5901,37.0030,11.7950
26.33,"","","",205.4917,3.7954,203.1442,5.5901,37.0030,11.7690
26.37,"","","",205.4736,3.8858,203.1395,5.5901,37.0020,11.7520
26.40,"","","",205.4881,3.9761,203.1032,5.6832,37.0000,11.7730
26.43,"","","",205.4818,3.9761,203.0678,5.8696,36.9990,11.8220
26.47,"","","",205.4583,4.0665,203.1032,5.8696,36.9980,11.8560
26.50,"","","",205.4474,4.1569,203.1162,5.8696,36.9990,11.8790
26.53,"","","",205.4285,4.3376,203.0892,5.8696,36.9990,11.9020
26.57,"","","",205.4014,4.4280,203.0678,5.7764,37.0000,11.9240
26.60,"","","",205.3968,4.6087,203.0464,5.8696,37.0010,11.8870
26.63,"","","",205.3995,4.6991,203.0669,5.7764,37.0010,11.8740
26.67,"","","",205.4068,4.7894,203.0613,5.5901,37.0010,11.8340
26.70,"","","",205.4258,4.7894,203.0520,5.4969,37.0030,11.7800
26.73,"","","",205.4212,4.7894,203.0287,5.4969,37.0020,11.7640
26.77,"","","",205.4565,4.6991,203.0268,5.4037,37.0020,11.7350
26.80,"","","",205.4529,4.6087,202.9942,5.4037,37.0000,11.7610
26.83,"","","",205.4800,4.5183,202.9681,5.3106,36.9990,11.7850
26.87,"","","",205.4456,4.4280,202.9458,5.3106,36.9990,11.8170
26.90,"","","",205.3986,4.3376,202.9402,5.3106,37.0000,11.8040
26.93,"","","",205.4014,4.2472,202.9895,5.2174,37.0000,11.8290
26.97,"","","",205.3779,4.1569,202.9672,5.1242,37.0000,11.8450
27.00,"","","",205.3209,4.1569,202.9364,5.0311,37.0000,11.8340
27.03,"","","",205.2703,4.2472,202.9253,5.0311,36.9990,11.8750
27.07,"","","",205.2866,4.3376,202.9159,5.0311,37.0000,11.8600
27.10,"","","",205.3155,4.3376,202.9131,4.9379,37.0020,11.7870
27.13,"","","",205.3254,4.2472,202.9215,4.8447,37.0010,11.7990
27.17,"","","",205.3137,4.1569,202.8805,4.8447,37.0010,11.7650
27.20,"","","",205.2667,4.2472,202.8619,4.9379,36.9990,11.7910
27.23,"","","",205.2559,4.2472,202.8871,4.7516,36.9980,11.8420
27.27,"","","",205.2559,4.2472,202.8451,4.7516,36.9990,11.8720
27.30,"","","",205.2541,4.2472,202.8107,4.8447,37.0010,11.8400
27.33,"","","",205.2387,4.3376,202.8414,4.7516,37.0020,11.7910
27.37,"","","",205.2550,4.4280,202.8321,4.7516,37.0000,11.8280
27.40,"","","",205.2459,4.4280,202.8237,4.8447,36.9960,11.9150
27.43,"","","",205.2324,4.4280,202.8125,4.9379,36.9970,11.9300
27.47,"","","",205.1980,4.4280,202.7995,4.9379,36.9990,11.9320
27.50,"","","",205.2224,4.3376,202.7874,4.9379,36.9980,11.9860
27.53,"","","",205.2450,4.2472,202.7641,5.0311,36.9990,12.0070
27.57,"","","",205.2351,4.0665,202.7277,5.1242,37.0000,11.9720
27.60,"","","",205.1998,3.9761,202.6914,5.2174,37.0020,11.9350
27.63,"","","",205.1483,4.0665,202.6877,5.4037,37.0010,11.9180
27.67,"","","",205.1158,4.1569,202.7054,5.4037,37.0020,11.8840
27.70,"","","",205.1131,4.3376,202.7035,5.4037,37.0010,11.8590
27.73,"","","",205.1022,4.4280,202.6989,5.4969,37.0010,11.8290
27.77,"","","",205.1167,4.5183,202.6690,5.5901,37.0000,11.8510
27.80,"","","",205.1429,4.5183,202.6923,5.5901,36.9990,11.8930
27.83,"","","",205.1709,4.4280,202.6849,5.4969,36.9990,11.8950
27.87,"","","",205.1781,4.4280,202.6653,5.4969,37.0010,11.8730
27.90,"","","",205.1339,4.4280,202.6234,5.4969,37.0000,11.8560
27.93,"","","",205.0860,4.6087,202.5889,5.6832,36.9990,11.9150
27.97,"","","",205.0616,4.6991,202.5656,5.6832,36.9990,11.9310
28.00,"","","",205.0670,4.7894,202.5572,5.7764,36.9990,11.9700
28.03,"","","",205.0769,4.7894,202.5526,5.7764,37.0000,11.9850
28.07,"","","",205.1050,4.6991,202.5470,5.8696,37.0020,11.9370
28.10,"","","",205.0941,4.6087,202.5507,5.8696,37.0020,11.8640
28.13,"","","",205.0824,4.4280,202.5703,5.8696,37.0030,11.8490
28.17,"","","",205.0516,4.2472,202.5647,5.8696,37.0020,11.8380
28.20,"","","",205.0345,4.1569,202.5787,5.7764,37.0000,11.8420
28.23,"","","",205.0489,3.9761,202.5507,5.8696,37.0010,11.8090
28.27,"","","",205.0453,3.8858,202.5302,5.7764,37.0000,11.8230
28.30,"","","",205.0643,3.7050,202.5237,5.6832,36.9990,11.8820
28.33,"","","",205.0697,3.6147,202.5032,5.6832,36.9980,11.9080
28.37,"","","",205.0381,3.7050,202.4958,5.5901,36.9990,11.9210
28.40,"","","",205.0037,3.7050,202.4753,5.5901,37.0000,11.9310
28.43,"","","",205.0010,3.7050,202.4743,5.5901,37.0000,11.9050
28.47,"","","",205.0083,3.6147,202.4827,5.4037,37.0000,11.8800
28.50,"","","",205.0074,3.5243,202.4585,5.4037,36.9990,11.9130
28.53,"","","",204.9667,3.5243,202.4408,5.4037,36.9990,11.9300
28.57,"","","",204.9396,3.6147,202.3979,5.4037,36.9990,11.9670
28.60,"","","",204.9025,3.7954,202.3728,5.4037,37.0000,11.9510
28.63,"","","",204.8628,3.8858,202.3877,5.4969,37.0000,11.9230
28.67,"","","",204.8465,4.0665,202.3970,5.4037,37.0020,11.8820
28.70,"","","",204.8799,4.1569,202.3942,5.4037,37.0020,11.8420
28.73,"","","",204.8601,4.2472,202.3765,5.3106,37.0020,11.8240
28.77,"","","",204.7950,4.4280,202.3308,5.3106,37.0020,11.7880
28.80,"","","",204.8176,4.6087,202.3150,5.3106,37.0010,11.7770
28.83,"","","",204.8438,4.6087,202.3476,5.2174,36.9990,11.8160
28.87,"","","",204.8149,4.6991,202.3504,5.1242,36.9990,11.8510
28.90,"","","",204.8203,4.6087,202.3141,5.1242,36.9980,11.8790
28.93,"","","",204.8194,4.6991,202.3225,5.2174,36.9990,11.8940
28.97,"","","",204.7823,4.7894,202.3094,5.2174,37.0000,11.9160
29.00,"","","",204.7625,4.9702,202.3066,5.2174,37.0010,11.8870
29.03,"","","",204.7543,5.2413,202.2554,5.2174,37.0000,11.8860
29.07,"","","",204.7634,5.3316,202.2498,5.2174,37.0010,11.8420
29.10,"","","",204.7823,5.4220,202.2535,5.2174,37.0010,11.8400
29.13,"","","",204.8013,5.4220,202.2517,5.1242,37.0010,11.8020
29.17,"","","",204.7986,5.2413,202.2274,5.1242,37.0000,11.8140
29.20,"","","",204.7643,5.1509,202.2004,5.1242,36.9990,11.8610
29.23,"","","",204.7173,5.1509,202.1808,5.1242,36.9990,11.8760
29.27,"","","",204.6829,5.3316,202.1808,5.2174,37.0010,11.8340
29.30,"","","",204.7137,5.4220,202.1762,5.3106,36.9990,11.8700
29.33,"","","",204.7245,5.4220,202.1557,5.4969,36.9990,11.9030
29.37,"","","",204.7082,5.4220,202.1557,5.5901,37.0000,11.8780
29.40,"","","",204.7119,5.3316,202.1464,5.6832,37.0020,11.8350
29.43,"","","",204.7073,5.2413,202.1482,5.6832,37.0000,11.8660
29.47,"","","",204.6757,5.2413,202.1128,5.6832,37.0010,11.8360
29.50,"","","",204.6820,5.1509,202.1296,5.6832,37.0000,11.8110
29.53,"","","",204.6667,5.1509,202.1203,5.5901,36.9990,11.8570
29.57,"","","",204.6323,5.1509,202.0989,5.5901,37.0000,11.8660
29.60,"","","",204.6152,5.1509,202.1044,5.4969,36.9990,11.9160
29.63,"","","",204.6188,4.9702,202.0895,5.4037,36.9990,11.9500
29.67,"","","",204.6540,4.7894,202.0867,5.4037,36.9980,11.9890
29.70,"","","",204.7137,4.5183,202.0597,5.4037,36.9980,12.0050
29.73,"","","",204.6829,4.2472,202.0206,5.4037,36.9990,12.0300
29.77,"","","",204.6369,4.1569,202.0467,5.4037,37.0000,12.0330
29.80,"","","",204.6296,3.9761,202.0299,5.3106,37.0000,12.0590
29.83,"","","",204.5962,3.7954,201.9721,5.3106,37.0010,12.0290
29.87,"","","",204.5872,3.7050,201.9824,5.4037,37.0030,11.9820
29.90,"","","",204.5727,3.6147,201.9843,5.4037,37.0030,11.9700
29.93,"","","",204.5754,3.6147,201.9349,5.5901,37.0020,11.9380
29.97,"","","",204.5772,3.6147,201.9274,5.6832,37.0020,11.9150
30.00,"","","",204.5600,3.6147,201.9135,5.6832,37.0010,11.8960
30.03,"","","",204.5474,3.6147,201.8939,5.7764,37.0010,11.8690
30.07,"","","",204.5501,3.6147,201.8883,5.7764,37.0000,11.8640
30.10,"","","",204.5140,3.7050,201.8734,5.9627,36.9990,11.9320
30.13,"","","",204.4643,3.8858,201.9162,5.9627,36.9970,11.9660
30.17,"","","",204.4751,3.9761,201.9144,5.8696,36.9980,11.9850
30.20,"","","",204.4887,4.0665,201.8920,5.7764,36.9990,11.9970
30.23,"","","",204.4995,4.0665,201.8799,5.7764,37.0000,11.9730
30.27,"","","",204.4742,4.0665,201.8734,5.6832,37.0000,11.9670
30.30,"","","",204.4435,4.1569,201.8678,5.5901,37.0020,11.9200
30.33,"","","",204.4390,4.2472,201.8613,5.4969,37.0000,11.9370
30.37,"","","",204.4579,4.3376,201.7998,5.5901,37.0000,11.9660
30.40,"","","",204.4417,4.4280,201.7672,5.6832,37.0020,11.9100
30.43,"","","",204.4064,4.4280,201.7635,5.7764,37.0000,11.9370
30.47,"","","",204.3585,4.5183,201.7662,5.7764,37.0000,11.9520
30.50,"","","",204.3242,4.6087,201.7662,5.7764,37.0010,11.9020
30.53,"","","",204.3522,4.6991,201.7430,5.7764,37.0000,11.9100
30.57,"","","",204.3847,4.7894,201.7430,5.8696,36.9990,11.9350
30.60,"","","",204.4118,4.7894,201.7243,5.8696,36.9990,11.9850
30.63,"","","",204.3757,4.8798,201.7020,5.9627,37.0000,12.0100
30.67,"","","",204.3540,4.8798,201.7010,5.9627,37.0000,12.0340
30.70,"","","",204.3540,4.8798,201.6908,6.0559,37.0010,11.9820
30.73,"","","",204.3621,4.8798,201.7131,5.9627,37.0020,11.9530
30.77,"","","",204.3649,4.7894,201.7066,5.8696,37.0030,11.8890
30.80,"","","",204.3531,4.7894,201.6703,5.8696,37.0020,11.8810
30.83,"","","",204.3423,4.6991,201.6666,5.8696,37.0010,11.8550
30.87,"","","",204.3269,4.6991,201.6526,5.7764,37.0010,11.8280
30.90,"","","",204.3359,4.6991,201.6647,5.7764,37.0000,11.8500
30.93,"","","",204.3377,4.6991,201.6554,5.5901,37.0000,11.8590
30.97,"","","",204.3423,4.6991,201.6694,5.4969,36.9980,11.9180
31.00,"","","",204.3025,4.6087,201.6414,5.3106,36.9990,11.9170
31.03,"","","",204.3007,4.4280,201.6349,5.2174,36.9990,11.9540
31.07,"","","",204.3215,4.1569,201.6032,5.2174,36.9990,11.9870
31.10,"","","",204.2790,4.0665,201.5687,5.2174,37.0010,11.9440
31.13,"","","",204.2799,3.9761,201.5501,5.1242,37.0010,11.9190
31.17,"","","",204.2898,3.8858,201.5147,5.3106,37.0000,11.8950
31.20,"","","",204.2763,3.7954,201.5017,5.3106,37.0020,11.8410
31.23,"","","",204.2483,3.7954,201.5259,5.3106,37.0010,11.8210
31.27,"","","",204.2257,3.7050,201.5305,5.3106,36.9990,11.8680
31.30,"","","",204.2085,3.7050,201.5352,5.3106,36.9990,11.8930
31.33,"","","",204.2058,3.7050,201.4979,5.4037,36.9980,11.9340
31.37,"","","",204.2248,3.6147,201.5110,5.4037,36.9990,11.9440
31.40,"","","",204.1959,3.5243,201.5072,5.4037,36.9990,11.9960
31.43,"","","",204.1624,3.6147,201.4756,5.4969,36.9990,12.0010
31.47,"","","",204.1832,3.6147,201.4690,5.4037,37.0010,11.9650
31.50,"","","",204.2148,3.6147,201.4737,5.3106,37.0000,11.9500
31.53,"","","",204.1886,3.5243,201.4197,5.3106,36.9990,11.9870
31.57,"","","",204.1823,3.5243,201.3833,5.3106,37.0010,11.9460
31.60,"","","",204.1877,3.4339,201.3973,5.3106,37.0020,11.9190
31.63,"","","",204.1416,3.4339,201.3898,5.3106,37.0000,11.9550
31.67,"","","",204.1326,3.5243,201.3945,5.2174,37.0010,11.9250
31.70,"","","",204.1407,3.4339,201.3926,5.2174,36.9990,11.9580
31.73,"","","",204.1082,3.5243,201.3824,5.3106,37.0000,11.9500
31.77,"","","",204.1263,3.5243,201.3423,5.4037,37.0000,11.9300
31.80,"","","",204.1362,3.6147,201.3321,5.4037,37.0000,11.9390
31.83,"","","",204.0938,3.7954,201.3526,5.4037,37.0000,11.9110
31.87,"","","",204.0865,3.8858,201.3470,5.4037,37.0020,11.8500
31.90,"","","",204.0938,3.9761,201.3246,5.4037,37.0000,11.8640
31.93,"","","",204.1001,3.8858,201.3172,5.4969,37.0000,11.8370
31.97,"","","",204.1145,3.8858,201.2930,5.4969,37.0000,11.8410
32.00,"","","",204.1200,3.7954,201.2827,5.5901,37.0000,11.8630
32.03,"","","",204.0730,3.8858,201.2818,5.5901,36.9990,11.8870
32.07,"","","",203.9889,3.9761,201.2808,5.5901,37.0000,11.8560
32.10,"","","",203.9510,4.1569,201.2259,5.5901,37.0010,11.8170
32.13,"","","",203.9501,4.3376,201.2166,5.6832,37.0010,11.8050
32.17,"","","",203.9745,4.4280,201.2035,5.6832,36.9980,11.8570
32.20,"","","",203.9564,4.5183,201.2240,5.6832,36.9980,11.8790
32.23,"","","",203.9627,4.6087,201.2147,5.6832,36.9990,11.8890
32.27,"","","",203.9202,4.6991,201.2119,5.5901,36.9990,11.9280
32.30,"","","",203.9094,4.7894,201.1942,5.4969,36.9990,11.9420
32.33,"","","",203.9139,4.8798,201.2315,5.3106,37.0010,11.9070
32.37,"","","",203.8940,4.9702,201.1812,5.2174,37.0010,11.8760
32.40,"","","",203.9049,4.9702,201.1206,5.2174,37.0000,11.8760
32.43,"","","",203.9013,5.0605,201.0712,5.4037,36.9990,11.9320
32.47,"","","",203.8778,5.0605,201.0861,5.4969,36.9970,11.9800
32.50,"","","",203.8416,5.1509,201.0675,5.6832,36.9960,12.0300
32.53,"","","",203.8371,5.2413,201.0479,5.8696,36.9950,12.0590
32.57,"","","",203.8507,5.2413,201.0293,5.9627,36.9960,12.0920
32.60,"","","",203.8425,5.3316,201.0302,6.0559,36.9960,12.1070
32.63,"","","",203.7964,5.4220,200.9715,6.1491,36.9970,12.1280
32.67,"","","",203.7874,5.6027,200.9613,6.3354,36.9970,12.1460
32.70,"","","",203.7874,5.6931,200.9464,6.4286,36.9980,12.1830
32.73,"","","",203.7422,5.7835,200.8821,6.6149,36.9980,12.1970
32.77,"","","",203.7070,6.0546,200.8066,6.9876,37.0000,12.1860
32.80,"light on","Both","",203.6636,6.3257,200.7861,7.2671,37.0000,12.2190
32.83,"","","",203.6609,6.4160,200.7610,7.5466,37.0010,12.1870
32.87,"","","",203.6266,6.5968,200.7051,8.0124,36.9990,12.2240
32.90,"","","",203.6148,6.7775,200.6669,8.4783,37.0000,12.2340
32.93,"","","",203.6013,6.9582,200.6138,9.0373,37.0010,12.1990
32.97,"","","",203.5823,7.1390,200.5541,9.5031,37.0010,12.1580
33.00,"","","",203.5434,7.4101,200.5448,10.0621,37.0010,12.1380
33.03,"","","",203.5073,7.5908,200.5420,10.4348,37.0010,12.0980
33.07,"","","",203.4919,7.8619,200.5299,10.8075,37.0000,12.1240
33.10,"","","",203.4765,8.0426,200.4777,11.2733,37.0000,12.1140
33.13,"","","",203.4521,8.2234,200.4339,11.7392,36.9990,12.1590
33.17,"","","",203.4395,8.4041,200.3911,12.2050,37.0010,12.1260
33.20,"","","",203.4503,8.5848,200.3249,12.6708,37.0010,12.1030
33.23,"","","",203.4404,8.6752,200.3063,13.1367,37.0000,12.1100
33.27,"","","",203.3871,8.7656,200.3548,13.4162,37.0000,12.1080
33.30,"","","",203.3546,8.8559,200.2877,13.7888,36.9990,12.1500
33.33,"","","",203.3419,8.8559,200.2812,14.0684,36.9990,12.1770
33.37,"","","",203.3446,8.8559,200.2187,14.4410,36.9990,12.2200
33.40,"","","",203.3419,9.0367,200.1600,14.7205,37.0000,12.2350
33.43,"","","",203.3103,9.2174,200.1293,15.1864,37.0010,12.2020
33.47,"","","",203.2723,9.3981,200.1088,15.4659,37.0010,12.1750
33.50,"","","",203.2732,9.4885,200.0426,15.9317,37.0000,12.1540
33.53,"","","",203.2461,9.6692,200.0166,16.2112,37.0000,12.1380
33.57,"","","",203.2045,9.7596,200.0026,16.3975,37.0000,12.1580
33.60,"","","",203.1982,9.8500,199.9737,16.5839,37.0010,12.1050
33.63,"","","",203.1738,10.0307,199.9243,16.7702,37.0020,12.0670
33.67,"","","",203.1630,10.0307,199.9038,16.7702,37.0020,12.0500
33.70,"","","",203.1585,10.1211,199.8768,16.7702,37.0000,12.0810
33.73,"","","",203.1539,10.1211,199.8377,16.8634,36.9990,12.1110
33.77,"","","",203.1295,10.0307,199.8237,17.0497,37.0010,12.0620
33.80,"","","",203.1539,9.9403,199.7892,17.0497,37.0020,12.0460
33.83,"","","",203.1295,9.8500,199.7343,17.0497,37.0000,12.0390
33.87,"","","",203.0527,9.8500,199.7082,17.0497,37.0010,12.0010
33.90,"","","",203.0220,9.7596,199.6830,17.0497,37.0010,11.9810
33.93,"","","",203.0121,9.7596,199.6551,16.8634,36.9990,12.0100
33.97,"","","",202.9904,9.6692,199.6038,16.8634,36.9990,12.0410
34.00,"","","",202.9533,9.6692,199.5936,16.7702,37.0000,12.0380
34.03,"","","",202.9443,9.5789,199.5544,16.5839,37.0000,12.0500
34.07,"","","",202.9687,9.4885,199.5237,16.4907,37.0010,12.0220
34.10,"","","",202.9985,9.3078,199.5004,16.3975,37.0010,11.9890
34.13,"","","",202.9804,9.1270,199.4780,16.3044,37.0000,12.0230
34.17,"","","",202.9732,8.9463,199.4529,16.2112,36.9990,12.0540
34.20,"","","",202.9127,8.9463,199.4370,16.1180,37.0000,12.0770
34.23,"","","",202.8630,8.8559,199.3672,16.0249,37.0000,12.0590
34.27,"","","",202.8530,8.8559,199.2992,16.1180,37.0000,12.0370
34.30,"","","",202.8467,8.7656,199.2740,16.2112,37.0000,12.0330
34.33,"","","",202.8304,8.7656,199.2666,16.3044,37.0010,11.9910
34.37,"","","",202.7916,8.7656,199.2200,16.3044,37.0020,11.9530
34.40,"","","",202.7672,8.8559,199.1669,16.2112,37.0020,11.9400
34.43,"","","",202.7961,8.7656,199.1259,16.3044,37.0000,11.9180
34.47,"","","",202.7997,8.7656,199.1044,16.3044,37.0000,11.9240
34.50,"","","",202.7970,8.6752,199.0895,16.3975,37.0000,11.9100
34.53,"","","",202.7789,8.4945,199.0625,16.3975,36.9980,11.9630
34.57,"","","",202.7771,8.3137,199.0010,16.5839,36.9990,11.9810
34.60,"","","",202.7030,8.3137,198.9675,16.4907,37.0000,11.9500
34.63,"","","",202.6705,8.3137,198.9246,16.4907,36.9980,12.0140
34.67,"","","",202.6985,8.3137,198.9200,16.4907,36.9990,12.0260
34.70,"","","",202.6723,8.2234,198.9190,16.3975,37.0000,12.0070
34.73,"","","",202.6660,8.1330,198.8780,16.3044,37.0000,11.9790
34.77,"","","",202.6506,8.0426,198.8147,16.3975,37.0000,11.9870
34.80,"","","",202.6018,8.0426,198.7774,16.3975,36.9980,12.0340
34.83,"","","",202.5629,8.1330,198.7718,16.3975,37.0000,12.0420
34.87,"","","",202.5638,8.1330,198.7150,16.4907,37.0000,12.0360
34.90,"","","",202.5738,8.1330,198.6917,16.4907,37.0010,12.0060
34.93,"","","",202.5611,8.1330,198.6666,16.4907,37.0010,11.9820
34.97,"","","",202.5340,8.1330,198.6209,16.5839,37.0000,11.9980
35.00,"","","",202.4888,8.2234,198.5808,16.5839,37.0000,12.0340
35.03,"","","",202.4400,8.3137,198.5361,16.6771,37.0020,11.9760
35.07,"","","",202.4419,8.3137,198.5426,16.6771,37.0010,11.9800
35.10,"","","",202.4617,8.3137,198.5380,16.5839,37.0010,11.9580
35.13,"","","",202.4518,8.2234,198.5184,16.4907,37.0020,11.9210
35.17,"","","",202.4274,8.1330,198.4187,16.4907,37.0010,11.8920
35.20,"","","",202.3813,8.2234,198.3936,16.4907,36.9990,11.9300
35.23,"","","",202.3912,8.2234,198.3889,16.4907,36.9990,11.9580
35.27,"","","",202.4355,8.2234,198.3852,16.3975,36.9980,12.0010
35.30,"","","",202.4428,8.1330,198.3395,16.3044,37.0000,11.9820
35.33,"","","",202.4211,8.0426,198.2911,16.3044,37.0000,11.9740
35.37,"","","",202.3325,8.1330,198.2510,16.3044,36.9990,12.0240
35.40,"","","",202.2900,8.2234,198.2510,16.2112,37.0000,12.0250
35.43,"","","",202.3081,8.1330,198.1914,16.1180,37.0020,11.9770
35.47,"","","",202.2909,8.0426,198.1718,16.0249,37.0010,11.9630
35.50,"","","",202.2747,7.9523,198.1318,15.9317,36.9990,12.0170
35.53,"","","",202.2638,7.9523,198.0675,15.8385,37.0000,12.0060
35.57,"","","",202.2693,7.9523,198.0479,15.8385,36.9990,12.0370
35.60,"","","",202.2205,8.0426,198.0358,15.8385,37.0010,12.0110
35.63,"","","",202.2060,8.0426,197.9939,15.8385,37.0010,11.9940
35.67,"","","",202.2250,8.0426,197.9492,15.8385,37.0000,11.9480
35.70,"","","",202.1536,8.1330,197.9072,15.8385,37.0010,11.9080
35.73,"","","",202.0795,8.3137,197.8700,15.9317,36.9990,11.9500
35.77,"","","",202.0903,8.4041,197.8634,15.9317,36.9990,11.9770
35.80,"","","",202.1129,8.4041,197.8355,16.0249,36.9990,12.0050
35.83,"","","",202.1192,8.3137,197.7898,16.0249,36.9990,12.0340
35.87,"","","",202.0939,8.2234,197.7693,15.9317,37.0010,11.9960
35.90,"","","",202.0994,8.1330,197.7181,16.0249,37.0000,12.0020
35.93,"","","",202.0569,8.1330,197.6780,16.1180,37.0010,11.9510
35.97,"","","",202.0307,8.2234,197.6454,16.2112,37.0000,11.9690
36.00,"","","",202.0090,8.2234,197.6370,16.2112,37.0000,11.9610
36.03,"","","",201.9837,8.2234,197.6147,16.1180,37.0000,11.9410
36.07,"","","",201.9719,8.2234,197.5579,16.1180,37.0000,11.9600
36.10,"","","",201.9719,8.1330,197.5178,16.2112,36.9990,11.9820
36.13,"","","",201.9530,8.1330,197.4768,16.3044,37.0000,11.9840
36.17,"","","",201.9457,8.2234,197.4451,16.3044,37.0000,11.9770
36.20,"","","",201.9304,8.2234,197.4069,16.3975,37.0010,11.9480
36.23,"","","",201.9024,8.2234,197.3585,16.4907,37.0000,11.9360
36.27,"","","",201.8734,8.2234,197.3678,16.4907,37.0010,11.8980
36.30,"","","",201.8292,8.3137,197.3156,16.5839,37.0000,11.9190
36.33,"","","",201.8012,8.4041,197.2709,16.6771,36.9990,11.9580
36.37,"","","",201.7876,8.6752,197.2374,16.8634,36.9990,11.9780
36.40,"","","",201.8093,8.7656,197.2467,16.7702,37.0000,11.9900
36.43,"","","",201.7939,8.7656,197.2010,16.7702,37.0000,11.9960
36.47,"","","",201.7804,8.7656,197.1777,16.6771,37.0000,12.0120
36.50,"","","",201.7370,8.8559,197.1442,16.6771,37.0030,11.9530
36.53,"","","",201.7153,8.9463,197.1013,16.7702,37.0030,11.9100
36.57,"","","",201.6927,9.0367,197.0091,16.8634,37.0020,11.9110
36.60,"","","",201.6367,9.1270,197.0138,16.7702,37.0010,11.8830
36.63,"","","",201.6096,9.1270,197.0138,16.6771,37.0000,11.9160
36.67,"","","",201.6096,9.0367,197.0082,16.5839,37.0000,11.9420
