"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
11.67,"","","",202.8259,1.6266,214.2591,2.5155,36.9990,7.6580
11.70,"","","",202.8133,1.6266,214.2461,2.6087,36.9990,7.6770
11.73,"","","",202.8358,1.6266,214.2526,2.6087,37.0000,7.6670
11.77,"","","",202.8169,1.7170,214.2573,2.6087,37.0010,7.6150
11.80,"","","",202.8124,1.6266,214.2358,2.7019,37.0010,7.5990
11.83,"","","",202.8358,1.6266,214.2191,2.7950,37.0010,7.5640
11.87,"","","",202.8124,1.6266,214.2433,2.7950,37.0000,7.5960
11.90,"","","",202.8006,1.6266,214.2461,2.7019,37.0000,7.6200
11.93,"","","",202.8133,1.6266,214.2302,2.7019,37.0000,7.6030
11.97,"","","",202.7925,1.6266,214.1911,2.7950,37.0000,7.6370
12.00,"","","",202.7753,1.5362,214.1725,2.8882,37.0000,7.6610
12.03,"","","",202.7663,1.4459,214.1622,2.8882,37.0010,7.5990
12.07,"","","",202.7608,1.4459,214.1352,2.8882,37.0010,7.5930
12.10,"","","",202.7337,1.6266,214.1445,2.8882,37.0010,7.5550
12.13,"","","",202.7229,1.8073,214.1697,2.9814,37.0000,7.5360
12.17,"","","",202.7319,1.8073,214.1613,3.0745,37.0000,7.5480
12.20,"","","",202.7057,1.8977,214.1827,3.0745,36.9990,7.5840
12.23,"","","",202.7220,1.8977,214.1865,3.1677,36.9990,7.6180
12.27,"","","",202.7310,1.8977,214.1716,3.0745,36.9990,7.6340
12.30,"","","",202.7166,1.9881,214.1734,3.0745,37.0020,7.5820
12.33,"","","",202.6940,1.9881,214.1827,2.9814,37.0030,7.5420
12.37,"","","",202.6940,2.0784,214.1641,2.9814,37.0020,7.5300
12.40,"","","",202.7301,1.9881,214.1483,2.9814,37.0040,7.4550
12.43,"","","",202.7410,1.9881,214.1371,2.9814,37.0030,7.4600
12.47,"","","",202.7247,1.9881,214.1529,2.9814,37.0030,7.4140
12.50,"","","",202.7645,1.8073,214.1259,2.9814,37.0010,7.4320
12.53,"","","",202.7789,1.7170,214.1240,2.8882,37.0010,7.4040
12.57,"","","",202.7292,1.8073,214.1119,2.7950,37.0000,7.4270
12.60,"","","",202.6822,1.8977,214.0924,2.8882,37.0000,7.4360
12.63,"","","",202.6777,1.8977,214.0952,2.8882,36.9970,7.4970
12.67,"","","",202.6379,2.0784,214.0840,2.8882,36.9980,7.5170
12.70,"","","",202.6343,2.2592,214.0756,2.9814,36.9990,7.5480
12.73,"","","",202.6425,2.4399,214.0635,2.9814,37.0000,7.5570
12.77,"","","",202.6425,2.5303,214.0644,2.8882,37.0000,7.5530
12.80,"","","",202.6470,2.4399,214.0598,2.7950,37.0030,7.4720
12.83,"","","",202.6470,2.4399,214.0523,2.7950,37.0040,7.4380
12.87,"","","",202.6199,2.5303,214.0299,2.8882,37.0020,7.4460
12.90,"","","",202.6388,2.5303,214.0066,2.9814,37.0000,7.4790
12.93,"","","",202.6361,2.6206,214.0253,2.9814,37.0000,7.4870
12.97,"","","",202.6226,2.7110,214.0262,2.9814,37.0010,7.4410
13.00,"","","",202.6398,2.6206,214.0420,2.9814,37.0000,7.4670
13.03,"","","",202.6524,2.6206,214.0150,2.9814,36.9990,7.4910
13.07,"","","",202.6542,2.5303,214.0011,2.9814,37.0000,7.4700
13.10,"","","",202.5846,2.5303,213.9889,2.9814,36.9990,7.5110
13.13,"","","",202.5440,2.6206,214.0001,2.9814,36.9990,7.5420
13.17,"","","",202.5404,2.7110,213.9908,3.0745,37.0000,7.5690
13.20,"","","",202.5928,2.6206,213.9806,2.9814,37.0010,7.5250
13.23,"","","",202.5801,2.6206,213.9852,2.9814,37.0020,7.4800
13.27,"","","",202.5512,2.6206,213.9601,2.9814,37.0020,7.4520
13.30,"","","",202.5611,2.6206,213.9293,3.0745,37.0010,7.4420
13.33,"","","",202.5638,2.6206,213.8790,3.2609,37.0000,7.4670
13.37,"","","",202.5467,2.6206,213.8948,3.4472,37.0000,7.4680
13.40,"","","",202.5431,2.6206,213.8976,3.6335,37.0010,7.4490
13.43,"","","",202.5593,2.7110,213.9079,3.7267,37.0020,7.4150
13.47,"","","",202.5756,2.7110,213.9256,3.8199,37.0010,7.3960
13.50,"","","",202.5566,2.7110,213.8958,3.9131,37.0010,7.3640
13.53,"","","",202.5566,2.7110,213.8818,3.9131,37.0010,7.3370
13.57,"","","",202.5729,2.7110,213.8706,3.9131,36.9990,7.3750
13.60,"","","",202.5602,2.6206,213.8706,3.9131,36.9980,7.4230
13.63,"","","",202.5295,2.6206,213.8669,3.9131,36.9980,7.4550
13.67,"","","",202.5367,2.7110,213.8706,3.9131,36.9990,7.4620
13.70,"","","",202.5187,2.7110,213.8660,3.8199,36.9990,7.5040
13.73,"","","",202.4979,2.7110,213.8594,3.8199,36.9990,7.5420
13.77,"","","",202.4446,2.8014,213.8427,3.8199,36.9980,7.5820
13.80,"","","",202.4319,2.8917,213.8212,3.8199,36.9990,7.5880
13.83,"","","",202.4437,2.8014,213.8343,3.7267,36.9990,7.6220
13.87,"","","",202.4274,2.8014,213.8184,3.7267,37.0000,7.6000
13.90,"","","",202.4744,2.7110,213.8147,3.7267,37.0000,7.5980
13.93,"","","",202.5187,2.5303,213.8212,3.7267,37.0020,7.5480
13.97,"","","",202.4934,2.5303,213.8073,3.6335,37.0020,7.5390
14.00,"","","",202.4301,2.6206,213.7896,3.7267,37.0010,7.5140
14.03,"","","",202.4310,2.7110,213.7635,3.7267,37.0000,7.5090
14.07,"","","",202.4337,2.8014,213.7681,3.7267,36.9990,7.5440
14.10,"","","",202.4111,2.8014,213.7588,3.7267,37.0000,7.5720
14.13,"","","",202.4409,2.8014,213.7476,3.7267,37.0000,7.5660
14.17,"","","",202.4292,2.8014,213.7653,3.7267,37.0010,7.5340
14.20,"","","",202.4256,2.8917,213.7402,3.7267,37.0010,7.5040
14.23,"","","",202.4346,2.8014,213.7216,3.8199,37.0010,7.4650
14.27,"","","",202.4536,2.7110,213.7467,3.8199,37.0010,7.4470
14.30,"","","",202.4455,2.6206,213.7439,3.7267,37.0000,7.4740
14.33,"","","",202.4419,2.5303,213.7001,3.7267,36.9980,7.5270
14.37,"","","",202.4355,2.4399,213.6740,3.7267,37.0000,7.5070
14.40,"","","",202.4202,2.2592,213.6908,3.7267,37.0020,7.4500
14.43,"","","",202.4057,2.2592,213.7197,3.7267,37.0010,7.4320
14.47,"","","",202.3650,2.4399,213.6945,3.6335,37.0000,7.4380
14.50,"","","",202.3542,2.6206,213.6852,3.5404,37.0010,7.3990
14.53,"","","",202.3560,2.6206,213.6927,3.5404,37.0000,7.4070
14.57,"","","",202.3235,2.7110,213.6647,3.4472,37.0000,7.3940
14.60,"","","",202.2946,2.8917,213.6638,3.4472,36.9990,7.4260
14.63,"","","",202.2801,3.0725,213.6330,3.4472,36.9990,7.4570
14.67,"","","",202.3099,3.0725,213.6321,3.5404,37.0000,7.4420
14.70,"","","",202.3614,3.0725,213.6293,3.6335,37.0000,7.4710
14.73,"","","",202.3217,3.1628,213.6433,3.6335,37.0010,7.4270
14.77,"","","",202.2729,3.2532,213.6796,3.5404,37.0000,7.4100
14.80,"","","",202.2873,3.2532,213.6619,3.4472,37.0010,7.3790
14.83,"light on","Both","",202.3027,3.1628,213.6302,3.4472,37.0000,7.3570
14.87,"","","",202.3081,3.1628,213.6125,3.4472,37.0000,7.3320
14.90,"","","",202.2665,3.1628,213.6070,3.4472,36.9990,7.3640
14.93,"","","",202.2485,3.1628,213.5529,3.5404,36.9990,7.3870
14.97,"","","",202.2521,3.1628,213.4961,3.7267,37.0000,7.3910
15.00,"","","",202.2232,3.1628,213.4979,3.8199,36.9990,7.4330
15.03,"","","",202.1915,3.2532,213.5063,3.9131,37.0000,7.4240
15.07,"","","",202.2259,3.3436,213.5017,4.0062,37.0000,7.3970
15.10,"","","",202.2647,3.3436,213.4858,4.0994,36.9990,7.4370
15.13,"","","",202.2286,3.5243,213.4234,4.2857,37.0000,7.4500
15.17,"","","",202.2078,3.6147,213.4085,4.4721,37.0010,7.4070
15.20,"","","",202.2168,3.7050,213.4169,4.6584,37.0020,7.3670
15.23,"","","",202.1689,3.7954,213.3992,4.7516,37.0010,7.3540
15.27,"","","",202.1102,3.8858,213.4020,4.8447,37.0000,7.3760
15.30,"","","",202.0885,4.0665,213.3824,5.0311,37.0000,7.3910
15.33,"","","",202.0849,4.2472,213.3405,5.2174,37.0010,7.3480
15.37,"","","",202.0768,4.4280,213.3116,5.4969,37.0010,7.3240
15.40,"","","",202.0542,4.6991,213.2920,5.6832,37.0000,7.3340
15.43,"","","",202.0668,4.8798,213.2408,6.0559,36.9980,7.3960
15.47,"","","",202.0822,4.9702,213.2129,6.3354,36.9980,7.4260
15.50,"","","",202.0596,5.0605,213.2017,6.6149,36.9990,7.4520
15.53,"","","",202.0442,5.1509,213.2082,6.8944,37.0000,7.4450
15.57,"","","",202.0424,5.2413,213.1756,7.1739,37.0010,7.4220
15.60,"","","",202.0072,5.2413,213.1588,7.3603,37.0010,7.4000
15.63,"","","",201.9584,5.3316,213.1663,7.5466,37.0010,7.3490
15.67,"","","",201.9620,5.4220,213.1616,7.7329,37.0010,7.3150
15.70,"","","",201.9584,5.5124,213.1122,8.1056,37.0010,7.2950
15.73,"","","",201.9855,5.4220,213.1029,8.2919,37.0010,7.2600
15.77,"","","",201.9033,5.6027,213.0992,8.3851,36.9990,7.3060
15.80,"","","",201.8527,5.7835,213.0498,8.6646,36.9980,7.3540
15.83,"","","",201.8599,5.9642,213.0079,8.8509,36.9990,7.3590
15.87,"","","",201.8807,6.1449,212.9809,9.0373,36.9990,7.4050
15.90,"","","",201.8680,6.2353,212.9268,9.4100,36.9990,7.4110
15.93,"","","",201.8626,6.4160,212.9212,9.5963,37.0010,7.3640
15.97,"","","",201.9006,6.5064,212.9138,9.8758,37.0020,7.3300
16.00,"","","",201.8789,6.5064,212.9138,10.0621,37.0000,7.3130
16.03,"","","",201.8445,6.5064,212.9073,10.1553,37.0000,7.3370
16.07,"","","",201.8084,6.5968,212.8840,10.2485,36.9990,7.3670
16.10,"","","",201.7822,6.6871,212.8514,10.2485,37.0000,7.3380
16.13,"","","",201.7569,6.7775,212.8234,10.2485,37.0000,7.3190
16.17,"","","",201.7081,6.9582,212.7656,10.3416,37.0000,7.3240
16.20,"","","",201.7361,6.9582,212.7722,10.3416,37.0000,7.2920
16.23,"","","",201.7813,6.9582,212.7517,10.3416,37.0000,7.3050
16.27,"","","",201.7533,6.8679,212.7265,10.4348,37.0000,7.3240
16.30,"","","",201.7587,6.8679,212.6753,10.6211,37.0000,7.3420
16.33,"","","",201.7704,6.7775,212.6315,10.8075,37.0010,7.3170
16.37,"","","",201.7135,6.7775,212.6063,10.9006,37.0010,7.2880
16.40,"","","",201.6801,6.7775,212.6017,10.9938,37.0010,7.2590
16.43,"","","",201.6972,6.5968,212.5933,11.0870,37.0030,7.1880
16.47,"","","",201.6846,6.5064,212.5756,11.1801,37.0020,7.1790
16.50,"","","",201.6231,6.5064,212.5551,11.2733,37.0010,7.1770
16.53,"","","",201.5843,6.4160,212.5393,11.2733,37.0000,7.1740
16.57,"","","",201.5770,6.5064,212.5169,11.2733,37.0000,7.1540
16.60,"","","",201.5599,6.5968,212.4582,11.2733,36.9990,7.1990
16.63,"","","",201.5897,6.5968,212.4042,11.3665,36.9980,7.2300
16.67,"","","",201.5743,6.6871,212.4070,11.4597,37.0000,7.2460
16.70,"","","",201.5789,6.6871,212.3967,11.5528,36.9990,7.3030
16.73,"","","",201.6014,6.5968,212.3464,11.6460,37.0000,7.3220
16.77,"","","",201.5752,6.5064,212.2896,11.8323,37.0000,7.3100
16.80,"","","",201.5807,6.4160,212.2635,12.0187,37.0010,7.2650
16.83,"","","",201.5445,6.3257,212.2309,12.2982,37.0010,7.2350
16.87,"","","",201.4704,6.3257,212.1843,12.4845,37.0010,7.2000
16.90,"","","",201.4704,6.3257,212.1573,12.6708,37.0000,7.2100
16.93,"","","",201.4650,6.3257,212.1209,12.9503,36.9990,7.2370
16.97,"","","",201.4641,6.3257,212.1274,13.0435,37.0000,7.2680
17.00,"","","",201.4523,6.3257,212.1815,12.9503,37.0000,7.2750
17.03,"","","",201.4316,6.3257,212.2076,12.7640,37.0000,7.2620
17.07,"","","",201.4216,6.2353,212.1554,12.6708,37.0000,7.2450
17.10,"","","",201.4144,6.3257,212.1163,12.5777,37.0000,7.2380
17.13,"","","",201.4243,6.4160,212.0762,12.4845,37.0000,7.2580
17.17,"","","",201.3990,6.4160,212.0324,12.4845,37.0010,7.2130
17.20,"","","",201.3837,6.5064,211.9653,12.6708,37.0000,7.2060
17.23,"","","",201.3800,6.4160,211.9523,12.7640,37.0000,7.2360
17.27,"","","",201.3547,6.5064,211.9104,12.8572,37.0000,7.2560
17.30,"","","",201.3321,6.4160,211.8740,13.0435,37.0000,7.2830
17.33,"","","",201.2978,6.4160,211.8545,13.0435,37.0000,7.3020
17.37,"","","",201.2671,6.4160,211.8554,13.0435,37.0000,7.3000
17.40,"","","",201.2815,6.4160,211.8321,13.0435,37.0010,7.2570
17.43,"","","",201.2707,6.5064,211.8023,13.0435,37.0010,7.2340
17.47,"","","",201.2779,6.5968,211.8032,12.9503,37.0010,7.1960
17.50,"","","",201.2879,6.5968,211.7734,12.9503,37.0010,7.1750
17.53,"","","",201.2671,6.6871,211.7371,12.9503,37.0000,7.2050
17.57,"","","",201.2327,6.5968,211.7333,12.8572,37.0000,7.2270
17.60,"","","",201.2192,6.5968,211.7091,12.7640,37.0010,7.1840
17.63,"","","",201.1966,6.5064,211.6411,12.7640,37.0000,7.1670
17.67,"","","",201.1867,6.4160,211.5917,12.8572,37.0010,7.1200
17.70,"","","",201.1415,6.5064,211.5675,12.9503,37.0010,7.1070
17.73,"","","",201.1180,6.5968,211.5768,13.0435,37.0000,7.1330
17.77,"","","",201.1117,6.5968,211.5489,12.9503,37.0000,7.1140
17.80,"","","",201.1089,6.5968,211.4883,13.0435,36.9990,7.1620
17.83,"","","",201.0782,6.6871,211.4697,12.9503,36.9990,7.1900
17.87,"","","",201.0864,6.8679,211.4333,12.9503,36.9990,7.2070
17.90,"","","",201.0999,6.8679,211.4231,12.9503,36.9990,7.2450
17.93,"","","",201.0864,6.9582,211.4073,12.9503,37.0000,7.2230
17.97,"","","",201.0448,7.0486,211.4026,12.9503,37.0020,7.1740
18.00,"","","",201.0394,7.0486,211.3616,12.8572,37.0010,7.1700
18.03,"","","",201.0764,6.9582,211.2899,12.9503,37.0010,7.1160
18.07,"","","",201.0665,6.8679,211.2582,13.0435,37.0020,7.0840
18.10,"","","",201.0294,6.7775,211.2591,13.1367,37.0000,7.0630
18.13,"","","",200.9869,6.6871,211.2563,13.1367,36.9990,7.1070
18.17,"","","",200.9734,6.5968,211.2125,13.2298,36.9990,7.1490
18.20,"","","",200.9490,6.6871,211.1911,13.3230,36.9990,7.1720
18.23,"","","",200.9300,6.7775,211.1464,13.5093,36.9990,7.2100
18.27,"","","",200.9038,6.8679,211.1371,13.6957,36.9990,7.2250
18.30,"","","",200.9174,6.9582,211.1091,13.7888,36.9990,7.2640
18.33,"","","",200.8812,6.9582,211.0747,13.7888,37.0000,7.2480
18.37,"","","",200.8722,7.0486,211.0588,13.6025,37.0010,7.2170
18.40,"","","",200.8668,7.0486,211.0402,13.5093,37.0020,7.1700
18.43,"","","",200.8306,7.1390,210.9936,13.4162,37.0030,7.1130
18.47,"","","",200.8369,7.1390,210.9750,13.3230,37.0020,7.1170
18.50,"","","",200.8351,7.0486,210.9209,13.3230,36.9990,7.1500
18.53,"","","",200.8026,7.0486,210.8473,13.5093,37.0000,7.1730
18.57,"","","",200.7773,7.0486,210.8501,13.6025,37.0000,7.2040
18.60,"","","",200.7312,7.1390,210.8734,13.6025,36.9970,7.2830
18.63,"","","",200.7294,7.2293,210.8101,13.6957,36.9980,7.2840
18.67,"","","",200.7330,7.3197,210.7448,13.8820,36.9980,7.3170
18.70,"","","",200.7005,7.5004,210.7737,13.8820,37.0000,7.2890
18.73,"","","",200.6824,7.5908,210.7793,13.8820,37.0010,7.2590
18.77,"","","",200.6779,7.5908,210.7243,13.8820,37.0000,7.2430
18.80,"","","",200.6445,7.6812,210.7113,13.7888,37.0000,7.2280
18.83,"","","",200.6309,7.6812,210.6759,13.6957,37.0010,7.2070
18.87,"","","",200.6427,7.6812,210.6219,13.6957,37.0000,7.2060
18.90,"","","",200.6390,7.5908,210.6125,13.6025,36.9990,7.2440
18.93,"","","",200.6255,7.5908,210.5715,13.6025,37.0000,7.2320
18.97,"","","",200.5767,7.5908,210.5427,13.6025,37.0010,7.1960
19.00,"","","",200.5731,7.6812,210.5287,13.6025,37.0020,7.1420
19.03,"","","",200.5613,7.6812,210.4486,13.7888,37.0010,7.1330
19.07,"","","",200.5198,7.8619,210.4122,13.8820,36.9990,7.1620
19.10,"","","",200.4502,8.0426,210.4104,13.8820,36.9990,7.2000
19.13,"","","",200.4213,8.2234,210.4122,13.8820,36.9990,7.2370
19.17,"","","",200.4185,8.4945,210.3796,13.8820,37.0000,7.2560
19.20,"","","",200.4222,8.5848,210.3563,13.9752,37.0000,7.2580
19.23,"","","",200.4655,8.5848,210.3433,13.8820,37.0010,7.2080
19.27,"","","",200.4917,8.4041,210.3321,13.8820,37.0020,7.1740
19.30,"","","",200.4710,8.4041,210.3014,13.6957,37.0020,7.1660
19.33,"","","",200.4185,8.4041,210.2604,13.6957,37.0010,7.1220
19.37,"","","",200.3860,8.3137,210.2250,13.6957,37.0010,7.0770
19.40,"","","",200.3788,8.2234,210.2268,13.6957,37.0010,7.0580
19.43,"","","",200.3797,8.0426,210.1905,13.6957,37.0000,7.0730
19.47,"","","",200.3589,8.0426,210.1681,13.6025,36.9990,7.1170
19.50,"","","",200.3327,7.9523,210.1337,13.5093,36.9990,7.1360
19.53,"","","",200.3110,7.9523,210.0694,13.6025,36.9990,7.1660
19.57,"","","",200.2911,8.0426,210.0349,13.6025,37.0000,7.1930
19.60,"","","",200.2893,8.0426,210.0237,13.6025,37.0000,7.1710
19.63,"","","",200.2559,7.9523,210.0246,13.5093,37.0000,7.1580
19.67,"","","",200.2432,7.9523,210.0069,13.5093,36.9990,7.1970
19.70,"","","",200.2550,7.9523,209.9725,13.4162,37.0000,7.1840
19.73,"","","",200.2306,7.8619,209.9408,13.3230,37.0000,7.1590
19.77,"","","",200.2667,7.7715,209.9175,13.3230,37.0010,7.1210
19.80,"","","",200.2694,7.5908,209.8728,13.2298,37.0010,7.0900
19.83,"","","",200.2243,7.4101,209.8281,13.3230,37.0010,7.0590
19.87,"","","",200.1809,7.4101,209.8066,13.4162,36.9990,7.1010
19.90,"","","",200.1601,7.3197,209.7927,13.5093,36.9990,7.1170
19.93,"","","",200.1673,7.3197,209.7424,13.5093,36.9990,7.1570
19.97,"","","",200.1610,7.2293,209.7153,13.5093,36.9990,7.1730
20.00,"","","",200.1249,7.2293,209.7219,13.6025,37.0000,7.1940
20.03,"","","",200.1149,7.1390,209.7163,13.5093,37.0000,7.1930
20.07,"","","",200.1321,7.0486,209.6986,13.4162,37.0000,7.1690
20.10,"","","",200.1041,7.0486,209.6427,13.3230,37.0000,7.1860
20.13,"","","",200.0905,6.9582,209.5886,13.3230,36.9990,7.2260
20.17,"","","",200.0345,7.0486,209.5448,13.4162,37.0010,7.1770
20.20,"","","",199.9992,7.0486,209.5150,13.4162,37.0010,7.1670
20.23,"","","",200.0020,7.0486,209.5020,13.5093,37.0010,7.1270
20.27,"","","",200.0074,6.9582,209.5057,13.4162,37.0010,7.0960
20.30,"","","",200.0038,6.8679,209.4927,13.4162,36.9990,7.1300
20.33,"","","",199.9866,6.8679,209.4405,13.4162,36.9990,7.1740
20.37,"","","",199.9568,6.8679,209.4302,13.5093,36.9990,7.1950
20.40,"","","",199.9333,6.8679,209.3790,13.6025,37.0000,7.2170
20.43,"","","",199.9260,7.0486,209.3147,13.7888,36.9990,7.2410
20.47,"","","",199.8962,7.2293,209.2588,13.8820,37.0010,7.1940
20.50,"","","",199.8998,7.3197,209.2020,14.0684,37.0020,7.1650
20.53,"","","",199.8908,7.4101,209.1833,14.2547,37.0000,7.1640
20.57,"","","",199.8646,7.5004,209.2206,14.2547,37.0000,7.1650
20.60,"","","",199.8303,7.4101,209.1908,14.2547,36.9990,7.2050
20.63,"","","",199.8068,7.4101,209.1517,14.3479,36.9990,7.2370
20.67,"","","",199.7932,7.5004,209.1265,14.3479,36.9990,7.2660
20.70,"","","",199.8158,7.5004,209.0920,14.3479,37.0000,7.2920
20.73,"","","",199.8619,7.4101,209.0408,14.4410,37.0010,7.2380
20.77,"","","",199.8330,7.3197,209.0128,14.4410,37.0010,7.2140
20.80,"","","",199.7833,7.3197,209.0110,14.4410,37.0010,7.1910
20.83,"","","",199.7300,7.3197,208.9728,14.4410,37.0010,7.1560
20.87,"","","",199.7074,7.4101,208.9681,14.5342,37.0010,7.1360
20.90,"","","",199.7046,7.5004,208.9663,14.5342,37.0000,7.1630
20.93,"","","",199.6378,7.6812,208.9215,14.5342,36.9990,7.2010
20.97,"","","",199.5836,7.9523,208.8666,14.5342,36.9990,7.2390
21.00,"","","",199.5899,8.1330,208.8461,14.5342,36.9990,7.2660
21.03,"","","",199.5763,8.3137,208.7967,14.5342,36.9980,7.2990
21.07,"","","",199.5845,8.4041,208.7818,14.5342,37.0000,7.2660
21.10,"","","",199.6125,8.4041,208.7473,14.5342,37.0010,7.2480
21.13,"","","",199.6315,8.2234,208.7119,14.5342,37.0000,7.2390
21.17,"","","",199.6116,8.1330,208.7110,14.5342,37.0010,7.1890
21.20,"","","",199.5691,8.1330,208.6923,14.5342,37.0020,7.1540
21.23,"","","",199.5483,8.1330,208.6486,14.5342,37.0010,7.1220
21.27,"","","",199.4814,8.2234,208.6169,14.5342,37.0000,7.1250
21.30,"","","",199.4254,8.3137,208.5750,14.6274,37.0010,7.0880
21.33,"","","",199.4724,8.4041,208.5517,14.5342,36.9990,7.1230
21.37,"","","",199.4833,8.3137,208.5032,14.5342,36.9990,7.1450
21.40,"","","",199.4326,8.3137,208.4660,14.4410,36.9980,7.2010
21.43,"","","",199.3857,8.4041,208.4548,14.4410,36.9980,7.2310
21.47,"","","",199.3513,8.4041,208.4464,14.4410,36.9980,7.2710
21.50,"","","",199.3522,8.5848,208.3793,14.5342,36.9980,7.3070
21.53,"","","",199.3676,8.6752,208.3672,14.5342,36.9990,7.3030
21.57,"","","",199.3739,8.6752,208.3532,14.5342,37.0000,7.3040
21.60,"","","",199.3350,8.6752,208.3560,14.4410,37.0000,7.2920
21.63,"","","",199.2926,8.6752,208.3094,14.2547,37.0000,7.2980
21.67,"","","",199.3034,8.6752,208.2573,14.2547,37.0010,7.2660
21.70,"","","",199.3378,8.5848,208.2312,14.1615,37.0000,7.2840
21.73,"","","",199.3522,8.4945,208.2200,14.0684,36.9990,7.3090
21.77,"","","",199.2953,8.4041,208.1827,14.0684,36.9990,7.3390
21.80,"","","",199.2347,8.4041,208.1259,14.1615,36.9990,7.3650
21.83,"","","",199.1823,8.4945,208.0821,14.3479,37.0000,7.3520
21.87,"","","",199.1353,8.5848,208.0765,14.4410,37.0010,7.3120
21.90,"","","",199.1552,8.6752,208.0346,14.5342,37.0020,7.2700
21.93,"","","",199.1769,8.6752,208.0225,14.5342,37.0010,7.2500
21.97,"","","",199.1652,8.6752,207.9936,14.5342,37.0010,7.2130
22.00,"","","",199.1507,8.6752,207.9442,14.5342,37.0000,7.2050
22.03,"","","",199.1064,8.6752,207.9023,14.6274,36.9990,7.2410
22.07,"","","",199.1146,8.4945,207.8678,14.8137,37.0010,7.1950
22.10,"","","",199.1679,8.1330,207.8594,14.9069,37.0000,7.2220
22.13,"","","",199.1426,7.9523,207.8212,14.9069,37.0040,7.1250
22.17,"","","",199.0893,7.8619,207.7709,15.0000,37.0020,7.1410
22.20,"","","",199.0531,7.8619,207.7718,15.0000,36.9990,7.1860
22.23,"","","",199.0504,7.7715,207.7635,15.0000,36.9990,7.2100
22.27,"","","",198.9691,7.8619,207.7597,14.8137,37.0000,7.2350
22.30,"","","",198.9194,8.1330,207.7411,14.7205,37.0000,7.2510
22.33,"","","",198.9365,8.3137,207.7122,14.6274,37.0000,7.2540
22.37,"","","",198.9374,8.4945,207.6759,14.6274,37.0000,7.2590
22.40,"","","",198.9085,8.5848,207.6163,14.6274,37.0010,7.2330
22.43,"","","",198.9239,8.4945,207.5939,14.6274,37.0010,7.2160
22.47,"","","",198.9456,8.3137,207.5464,14.6274,37.0000,7.2020
22.50,"","","",198.9194,8.1330,207.4802,14.7205,37.0000,7.2240
22.53,"","","",198.8543,8.1330,207.4486,14.7205,36.9980,7.2660
22.57,"","","",198.8227,8.1330,207.4681,14.7205,36.9990,7.2660
22.60,"","","",198.8209,8.2234,207.4551,14.6274,37.0010,7.2250
22.63,"","","",198.8272,8.3137,207.3852,14.7205,37.0030,7.1790
22.67,"","","",198.8435,8.2234,207.3777,14.6274,37.0020,7.1730
22.70,"","","",198.8570,8.0426,207.3451,14.7205,37.0000,7.1740
22.73,"","","",198.8227,7.9523,207.3153,14.7205,36.9980,7.2100
22.77,"","","",198.8019,7.9523,207.2986,14.7205,36.9980,7.2480
22.80,"","","",198.7965,8.0426,207.2753,14.6274,36.9980,7.2780
22.83,"","","",198.7784,7.9523,207.2473,14.6274,36.9980,7.3100
22.87,"","","",198.7504,7.9523,207.2250,14.6274,37.0000,7.3240
22.90,"","","",198.7187,7.8619,207.1812,14.6274,37.0010,7.2840
22.93,"","","",198.6953,7.9523,207.1355,14.5342,37.0020,7.2460
22.97,"","","",198.6609,8.0426,207.1094,14.5342,37.0020,7.2090
23.00,"","","",198.6627,8.0426,207.0666,14.5342,37.0010,7.1900
23.03,"","","",198.6465,7.9523,207.0330,14.5342,37.0010,7.1600
23.07,"","","",198.6311,7.7715,206.9911,14.5342,36.9990,7.2010
23.10,"","","",198.6374,7.6812,206.9902,14.5342,37.0000,7.1870
23.13,"","","",198.6121,7.5908,206.9687,14.5342,36.9980,7.2440
23.17,"","","",198.5787,7.6812,206.9240,14.5342,36.9980,7.2720
23.20,"","","",198.5389,7.8619,206.9231,14.5342,36.9990,7.2990
23.23,"","","",198.5055,8.0426,206.8746,14.5342,37.0000,7.2960
23.27,"","","",198.4928,8.1330,206.8318,14.6274,36.9990,7.3420
23.30,"","","",198.4350,8.2234,206.8029,14.6274,37.0010,7.3100
23.33,"","","",198.3781,8.4945,206.7535,14.7205,37.0020,7.2710
23.37,"","","",198.3790,8.6752,206.7321,14.8137,37.0040,7.2090
23.40,"","","",198.4169,8.7656,206.7088,14.9069,37.0020,7.1870
23.43,"","","",198.4386,8.5848,206.6361,15.0000,37.0010,7.1700
23.47,"","","",198.4368,8.4041,206.5923,15.1864,37.0010,7.1380
23.50,"","","",198.4178,8.3137,206.5877,15.3727,36.9990,7.1760
23.53,"","","",198.3889,8.3137,206.5541,15.4659,37.0000,7.1890
23.57,"","","",198.3464,8.3137,206.5178,15.5590,37.0000,7.2180
23.60,"","","",198.3410,8.4041,206.5010,15.5590,37.0010,7.1710
23.63,"","","",198.3735,8.4041,206.4600,15.5590,37.0010,7.1350
23.67,"","","",198.3636,8.4041,206.4293,15.5590,37.0030,7.0990
23.70,"","","",198.3004,8.4945,206.4135,15.5590,37.0010,7.0800
23.73,"","","",198.2895,8.5848,206.3874,15.5590,36.9990,7.1380
23.77,"","","",198.2741,8.5848,206.3790,15.4659,36.9990,7.1720
23.80,"","","",198.2606,8.4945,206.3632,15.4659,36.9990,7.2030
