"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
23.10,"","","",206.4966,2.7110,209.5020,3.0745,37.0010,11.8880
23.13,"","","",206.4650,2.7110,209.5197,2.9814,37.0020,11.8600
23.17,"","","",206.3972,2.7110,209.5523,2.7950,36.9980,11.9160
23.20,"","","",206.3719,2.8014,209.5439,2.6087,36.9980,11.9480
23.23,"","","",206.3791,2.8014,209.5234,2.4224,37.0000,11.9580
23.27,"","","",206.4017,2.8917,209.4666,2.4224,36.9990,12.0050
23.30,"","","",206.3556,2.8917,209.4442,2.5155,37.0000,12.0010
23.33,"","","",206.3556,2.9821,209.4591,2.6087,37.0010,11.9470
23.37,"","","",206.3845,2.9821,209.4405,2.6087,37.0020,11.9060
23.40,"","","",206.3764,2.8917,209.4228,2.6087,37.0010,11.8980
23.43,"","","",206.3755,2.8917,209.4582,2.5155,37.0010,11.8750
23.47,"","","",206.3873,2.8014,209.4694,2.3292,37.0010,11.8530
23.50,"","","",206.3845,2.6206,209.4628,2.2360,37.0010,11.8230
23.53,"","","",206.3764,2.6206,209.4675,2.2360,37.0000,11.8050
23.57,"","","",206.3520,2.6206,209.4340,2.2360,37.0000,11.8020
23.60,"","","",206.3339,2.6206,209.4340,2.2360,36.9990,11.8320
23.63,"","","",206.3104,2.6206,209.3986,2.3292,37.0000,11.8700
23.67,"","","",206.2879,2.7110,209.3995,2.3292,37.0000,11.8780
23.70,"","","",206.2707,2.8014,209.4107,2.3292,37.0020,11.8330
23.73,"","","",206.2418,2.8917,209.4004,2.3292,37.0010,11.8190
23.77,"","","",206.2788,2.8917,209.3510,2.3292,37.0000,11.8050
23.80,"","","",206.2788,2.8014,209.3184,2.5155,37.0000,11.7900
23.83,"","","",206.2291,2.8917,209.3184,2.6087,37.0010,11.7550
23.87,"","","",206.2463,2.8917,209.3660,2.7950,37.0010,11.7330
23.90,"","","",206.2879,2.8014,209.3930,2.7950,36.9990,11.7790
23.93,"","","",206.3068,2.8014,209.3352,2.8882,36.9990,11.8110
23.97,"","","",206.3556,2.6206,209.3017,2.9814,36.9990,11.8360
24.00,"","","",206.3547,2.4399,209.3408,2.9814,37.0010,11.8060
24.03,"","","",206.3059,2.3495,209.3520,2.9814,37.0010,11.7630
24.07,"","","",206.2607,2.4399,209.3613,2.8882,37.0010,11.7450
24.10,"","","",206.2725,2.5303,209.3902,2.7950,37.0000,11.7260
24.13,"","","",206.2725,2.6206,209.3594,2.7019,37.0010,11.6810
24.17,"","","",206.2996,2.6206,209.3510,2.7019,36.9990,11.7180
24.20,"","","",206.2906,2.6206,209.3417,2.7019,37.0010,11.6810
24.23,"","","",206.2788,2.5303,209.3240,2.7019,37.0010,11.6440
24.27,"","","",206.2869,2.4399,209.3147,2.7019,36.9990,11.6790
24.30,"","","",206.2779,2.3495,209.3259,2.7019,36.9990,11.7020
24.33,"","","",206.2264,2.3495,209.3101,2.7019,37.0000,11.7110
24.37,"","","",206.2119,2.3495,209.3305,2.7019,37.0000,11.7420
24.40,"","","",206.2165,2.3495,209.3101,2.7950,37.0010,11.7100
24.43,"","","",206.2273,2.1688,209.2700,2.7950,37.0010,11.6680
24.47,"","","",206.2499,1.9881,209.2709,2.7950,37.0010,11.6440
24.50,"","","",206.2589,1.8977,209.2765,2.7019,37.0010,11.6360
24.53,"","","",206.2228,1.8977,209.3054,2.5155,37.0000,11.6450
24.57,"","","",206.2228,1.8977,209.2896,2.4224,37.0000,11.6320
24.60,"","","",206.2300,1.8977,209.2551,2.4224,37.0000,11.6410
24.63,"","","",206.2228,1.8977,209.2709,2.4224,37.0000,11.6670
24.67,"","","",206.2219,1.8977,209.2439,2.4224,37.0000,11.6650
24.70,"","","",206.1993,1.8073,209.2392,2.5155,37.0010,11.6420
24.73,"","","",206.1397,1.8977,209.2206,2.6087,37.0000,11.6080
24.77,"","","",206.1595,1.8977,209.2178,2.6087,37.0010,11.5650
24.80,"","","",206.1894,1.8977,209.2439,2.5155,37.0010,11.5520
24.83,"","","",206.1894,1.8073,209.2560,2.4224,37.0010,11.5130
24.87,"","","",206.1631,1.7170,209.2746,2.2360,37.0000,11.5070
24.90,"","","",206.1306,1.8073,209.2383,2.1429,37.0010,11.4810
24.93,"","","",206.1297,1.8073,209.1815,2.2360,37.0000,11.4900
24.97,"","","",206.1360,1.8977,209.1889,2.2360,36.9980,11.5400
25.00,"","","",206.1333,1.9881,209.1526,2.3292,36.9970,11.5740
25.03,"","","",206.1143,2.1688,209.1172,2.5155,36.9980,11.6060
25.07,"","","",206.0845,2.4399,209.1805,2.5155,37.0000,11.6050
25.10,"","","",206.0674,2.6206,209.2122,2.5155,37.0000,11.6150
25.13,"","","",206.0655,2.8014,209.1982,2.6087,37.0010,11.5750
25.17,"","","",206.1044,2.9821,209.2579,2.5155,37.0010,11.5680
25.20,"","","",206.1433,3.0725,209.2215,2.5155,37.0000,11.5780
25.23,"","","",206.1496,3.0725,209.1796,2.4224,37.0010,11.5390
25.27,"","","",206.1397,2.9821,209.1330,2.6087,37.0000,11.5650
25.30,"","","",206.1207,2.8917,209.1228,2.7950,37.0000,11.5590
25.33,"","","",206.1017,2.7110,209.1573,2.7950,37.0020,11.4970
25.37,"","","",206.0746,2.7110,209.1982,2.7019,37.0020,11.4850
25.40,"","","",206.0303,2.8917,209.1852,2.6087,37.0020,11.4640
25.43,"","","",206.0177,2.9821,209.1982,2.4224,37.0020,11.3890
25.47,"","","",206.0339,3.0725,209.1805,2.3292,37.0010,11.3980
25.50,"","","",206.0674,2.9821,209.1982,2.2360,37.0000,11.4150
25.53,"","","",206.0818,2.8917,209.1833,2.0497,37.0010,11.3710
25.57,"","","",206.0484,2.8917,209.2038,1.9565,37.0010,11.3450
25.60,"","","",206.0023,2.8917,209.1815,1.8634,37.0010,11.3200
25.63,"","","",205.9743,2.9821,209.1023,1.8634,36.9990,11.3680
25.67,"","","",205.9905,3.0725,209.0818,1.9565,36.9990,11.3840
25.70,"","","",206.0402,3.0725,209.1312,1.8634,36.9990,11.4250
25.73,"","","",206.0032,3.1628,209.1908,1.7702,36.9990,11.4460
25.77,"","","",205.9517,3.2532,209.1936,1.5839,37.0000,11.4470
25.80,"","","",205.9761,3.2532,209.2038,1.4907,37.0000,11.4620
25.83,"","","",206.0195,3.0725,209.1843,1.3975,37.0000,11.4620
25.87,"","","",206.0529,2.9821,209.1489,1.3044,37.0000,11.4350
25.90,"","","",206.0357,2.8014,209.1172,1.2112,37.0010,11.3920
25.93,"","","",205.9969,2.7110,209.0855,1.3044,37.0010,11.3700
25.97,"","","",205.9490,2.7110,209.0678,1.3975,37.0000,11.3830
26.00,"","","",205.9508,2.7110,209.0753,1.3975,37.0000,11.3560
26.03,"","","",205.9535,2.7110,209.0408,1.5839,36.9990,11.4010
26.07,"","","",205.9119,2.8014,209.0408,1.6770,36.9970,11.4510
26.10,"","","",205.9065,2.8917,209.0846,1.7702,36.9980,11.4580
26.13,"","","",205.9210,2.8917,209.0855,1.7702,36.9990,11.4780
26.17,"","","",205.9517,2.8014,209.0855,1.7702,37.0000,11.4970
26.20,"","","",205.9273,2.8014,209.0697,1.6770,37.0000,11.5070
26.23,"","","",205.9137,2.8917,209.0799,1.5839,37.0020,11.4380
26.27,"","","",205.9354,2.8014,209.0837,1.6770,37.0030,11.4060
26.30,"","","",205.9173,2.8014,209.0594,1.7702,37.0030,11.3800
26.33,"","","",205.9002,2.8014,209.0771,1.8634,37.0020,11.3630
26.37,"","","",205.8993,2.8917,209.0930,1.9565,37.0010,11.3160
26.40,"","","",205.8839,2.9821,209.0473,2.0497,37.0020,11.3100
26.43,"","","",205.8469,3.1628,209.0380,2.0497,37.0010,11.2800
26.47,"","","",205.8676,3.2532,209.0222,2.1429,37.0000,11.2700
26.50,"","","",205.9372,3.1628,209.0138,2.1429,37.0010,11.2270
26.53,"","","",205.9390,2.8917,208.9970,2.1429,37.0000,11.2240
26.57,"","","",205.9282,2.7110,209.0045,2.2360,36.9990,11.2620
26.60,"","","",205.8966,2.5303,209.0045,2.4224,36.9990,11.3010
26.63,"","","",205.8478,2.5303,208.9942,2.6087,37.0000,11.2860
26.67,"","","",205.8523,2.4399,208.9868,2.7019,37.0030,11.2030
26.70,"","","",205.8676,2.4399,209.0156,2.6087,37.0020,11.2100
26.73,"","","",205.8713,2.4399,209.0035,2.6087,36.9980,11.2750
26.77,"","","",205.8767,2.4399,208.9793,2.6087,36.9990,11.2920
26.80,"","","",205.8686,2.4399,208.9719,2.7019,36.9990,11.3050
26.83,"","","",205.8478,2.3495,208.9653,2.7019,37.0000,11.2930
26.87,"","","",205.8360,2.2592,208.9691,2.6087,37.0020,11.2430
26.90,"","","",205.8423,2.1688,208.9672,2.6087,37.0010,11.2220
26.93,"","","",205.8432,2.2592,208.9830,2.5155,37.0010,11.2080
26.97,"","","",205.8279,2.2592,208.9933,2.5155,37.0000,11.1940
27.00,"","","",205.8360,2.3495,208.9868,2.6087,36.9990,11.2240
27.03,"","","",205.8134,2.2592,208.9877,2.6087,37.0000,11.2290
27.07,"","","",205.8035,2.2592,208.9951,2.4224,36.9990,11.2800
27.10,"","","",205.7755,2.4399,208.9784,2.2360,37.0000,11.2910
27.13,"","","",205.7954,2.4399,208.9700,2.0497,37.0010,11.2640
27.17,"","","",205.7628,2.4399,208.9886,1.8634,37.0010,11.2350
27.20,"","","",205.7330,2.4399,209.0184,1.6770,37.0020,11.1780
27.23,"","","",205.7330,2.4399,208.9840,1.5839,37.0020,11.1660
27.27,"","","",205.7502,2.4399,208.9374,1.5839,37.0010,11.1520
27.30,"","","",205.7664,2.4399,208.9150,1.6770,37.0010,11.1130
27.33,"","","",205.7655,2.4399,208.9644,1.6770,37.0010,11.0840
27.37,"","","",205.7438,2.5303,208.9663,1.6770,37.0010,11.0510
27.40,"","","",205.7963,2.4399,208.9132,1.7702,37.0020,11.0120
27.43,"","","",205.7935,2.4399,208.9178,1.7702,37.0020,10.9790
27.47,"","","",205.7935,2.4399,208.8843,1.8634,37.0000,10.9920
27.50,"","","",205.7908,2.3495,208.8815,1.8634,37.0000,11.0230
27.53,"","","",205.7285,2.3495,208.8936,1.9565,36.9980,11.1010
27.57,"","","",205.7041,2.4399,208.8778,1.9565,36.9970,11.1130
27.60,"","","",205.7104,2.4399,208.9020,1.9565,36.9980,11.1400
27.63,"","","",205.7086,2.5303,208.9104,1.8634,36.9980,11.1660
27.67,"","","",205.6896,2.6206,208.8908,1.8634,37.0000,11.1520
27.70,"","","",205.6743,2.7110,208.8973,1.7702,37.0010,11.1190
27.73,"","","",205.6887,2.8014,208.9048,1.6770,37.0000,11.1170
27.77,"","","",205.7104,2.8917,208.9160,1.6770,37.0000,11.1360
27.80,"","","",205.7185,2.8917,208.8824,1.6770,37.0010,11.1020
27.83,"","","",205.6770,2.8014,208.8703,1.6770,37.0000,11.1120
27.87,"","","",205.6255,2.8014,208.8377,1.8634,37.0000,11.1160
27.90,"","","",205.6264,2.8014,208.8647,1.8634,36.9990,11.1630
27.93,"","","",205.6200,2.8917,208.8759,1.8634,37.0000,11.1920
27.97,"","","",205.6273,2.9821,208.8684,1.8634,37.0010,11.1570
28.00,"","","",205.6544,2.9821,208.8470,1.9565,37.0020,11.1220
28.03,"","","",205.6309,3.0725,208.8591,1.9565,37.0020,11.0880
28.07,"","","",205.6101,3.0725,208.8265,2.0497,37.0000,11.1140
28.10,"","","",205.6029,3.0725,208.7948,2.1429,36.9990,11.1340
28.13,"","","",205.5830,3.0725,208.8191,2.2360,37.0000,11.1210
28.17,"","","",205.5956,3.1628,208.8191,2.3292,37.0020,11.0660
28.20,"","","",205.6182,3.0725,208.7958,2.4224,37.0010,11.0520
28.23,"","","",205.6246,3.0725,208.7948,2.5155,37.0010,11.0240
28.27,"","","",205.6164,2.9821,208.7771,2.6087,37.0000,11.0150
28.30,"","","",205.6264,2.8917,208.7827,2.6087,37.0000,11.0200
28.33,"","","",205.6182,2.8014,208.7837,2.7019,37.0000,11.0410
28.37,"","","",205.6381,2.7110,208.7911,2.7019,37.0000,11.0810
28.40,"","","",205.6399,2.5303,208.7529,2.7019,37.0000,11.0950
28.43,"","","",205.6345,2.5303,208.7091,2.7950,37.0010,11.0370
28.47,"","","",205.5830,2.4399,208.7371,2.8882,37.0020,11.0080
28.50,"","","",205.5505,2.5303,208.7557,2.8882,37.0030,10.9660
28.53,"","","",205.5396,2.7110,208.7576,2.7019,37.0020,10.9350
28.57,"","","",205.5694,2.8014,208.7762,2.6087,37.0020,10.9220
28.60,"","","",205.6038,2.7110,208.7855,2.6087,36.9990,10.9610
28.63,"","","",205.6011,2.6206,208.7399,2.6087,36.9990,10.9840
28.67,"","","",205.5731,2.5303,208.7613,2.5155,36.9980,11.0370
28.70,"","","",205.5423,2.6206,208.7427,2.4224,37.0000,11.0020
28.73,"","","",205.5369,2.5303,208.7268,2.5155,37.0010,10.9730
28.77,"","","",205.5279,2.4399,208.7473,2.4224,37.0010,10.9360
28.80,"","","",205.5342,2.3495,208.7250,2.5155,37.0000,10.9240
28.83,"","","",205.5432,2.1688,208.7203,2.5155,37.0000,10.9360
28.87,"","","",205.5234,2.1688,208.6979,2.6087,37.0010,10.9010
28.90,"","","",205.4953,2.1688,208.7026,2.7019,37.0010,10.8830
28.93,"","","",205.4953,2.2592,208.7231,2.6087,36.9990,10.9240
28.97,"","","",205.5197,2.1688,208.7231,2.5155,37.0000,10.9090
29.00,"","","",205.4953,2.2592,208.6868,2.6087,37.0000,10.9280
29.03,"","","",205.5062,2.2592,208.7063,2.5155,37.0010,10.8910
29.07,"","","",205.4908,2.2592,208.6970,2.4224,37.0000,10.8980
29.10,"light on","Both","",205.4709,2.2592,208.6532,2.4224,37.0000,10.9260
29.13,"","","",205.4619,2.1688,208.6793,2.3292,37.0010,10.8970
29.17,"","","",205.4592,2.1688,208.7389,2.2360,37.0010,10.8740
29.20,"","","",205.4258,2.3495,208.6961,2.2360,37.0010,10.8440
29.23,"","","",205.4023,2.5303,208.7110,2.1429,37.0010,10.8130
29.27,"","","",205.3878,2.7110,208.6756,2.0497,37.0000,10.8010
29.30,"","","",205.3697,2.8917,208.6793,1.9565,37.0000,10.7910
29.33,"","","",205.3715,3.0725,208.6532,1.9565,37.0000,10.7860
29.37,"","","",205.3715,3.1628,208.6169,1.9565,36.9990,10.8230
29.40,"","","",205.3715,3.3436,208.5787,2.0497,36.9990,10.8490
29.43,"","","",205.3932,3.4339,208.5666,2.2360,36.9990,10.8920
29.47,"","","",205.3770,3.6147,208.5349,2.4224,37.0000,10.8690
29.50,"","","",205.3643,3.7050,208.5107,2.5155,37.0000,10.8420
29.53,"","","",205.3273,3.8858,208.5219,2.7019,37.0010,10.8070
29.57,"","","",205.2495,4.0665,208.5302,2.8882,37.0010,10.7680
29.60,"","","",205.2224,4.3376,208.5172,3.0745,37.0010,10.7550
29.63,"","","",205.2468,4.5183,208.4697,3.2609,37.0020,10.6990
29.67,"","","",205.2513,4.6991,208.4389,3.5404,37.0010,10.6870
29.70,"","","",205.2125,4.7894,208.3784,3.8199,37.0010,10.6500
29.73,"","","",205.1890,4.8798,208.3458,4.2857,36.9990,10.6890
29.77,"","","",205.1845,5.0605,208.3411,4.7516,36.9990,10.7240
29.80,"","","",205.1818,5.2413,208.3523,5.0311,36.9980,10.7630
29.83,"","","",205.1565,5.4220,208.3467,5.3106,36.9990,10.7870
29.87,"","","",205.1519,5.6931,208.3243,5.6832,37.0000,10.8000
29.90,"","","",205.1411,5.8738,208.2992,5.8696,36.9990,10.8340
29.93,"","","",205.1393,5.8738,208.3159,6.0559,37.0000,10.8440
29.97,"","","",205.1068,5.9642,208.2694,6.3354,37.0010,10.7950
30.00,"","","",205.0932,6.1449,208.2377,6.6149,37.0020,10.7490
30.03,"","","",205.0589,6.3257,208.2479,6.8944,37.0010,10.7380
30.07,"","","",205.0462,6.5064,208.2237,7.1739,37.0020,10.6870
30.10,"","","",205.0769,6.5968,208.2293,7.2671,37.0030,10.6550
30.13,"","","",205.0824,6.5968,208.1948,7.5466,37.0020,10.6430
30.17,"","","",205.0697,6.5968,208.1678,7.7329,37.0030,10.5980
30.20,"","","",205.0263,6.6871,208.1278,8.1056,37.0020,10.5770
30.23,"","","",205.0218,6.7775,208.0793,8.3851,37.0010,10.5670
30.27,"","","",205.0028,6.7775,208.0802,8.5714,37.0010,10.5470
30.30,"","","",204.9848,6.7775,208.0784,8.7578,37.0000,10.5470
30.33,"","","",204.9830,6.8679,208.0607,9.0373,36.9990,10.6040
30.37,"","","",205.0263,6.6871,208.0383,9.1305,36.9990,10.6250
30.40,"","","",205.0182,6.5968,207.9628,9.4100,36.9990,10.6470
30.43,"","","",204.9622,6.5064,207.9563,9.6895,37.0000,10.6630
30.47,"","","",204.9134,6.5064,207.9451,9.8758,37.0000,10.6490
30.50,"","","",204.9043,6.5064,207.8948,9.9690,37.0000,10.6660
30.53,"","","",204.8908,6.5064,207.8641,10.0621,37.0000,10.6460
30.57,"","","",204.8799,6.5968,207.8529,10.1553,37.0000,10.6090
30.60,"","","",204.8980,6.5968,207.8771,10.1553,37.0010,10.5770
30.63,"","","",204.8944,6.5968,207.8203,10.1553,36.9990,10.6130
30.67,"","","",204.8673,6.5064,207.8333,10.1553,36.9990,10.6490
30.70,"","","",204.8646,6.5064,207.7635,10.2485,37.0000,10.6290
30.73,"","","",204.8619,6.4160,207.7514,10.3416,37.0000,10.6370
30.77,"","","",204.8772,6.1449,207.7094,10.5280,37.0010,10.6090
30.80,"","","",204.8302,5.9642,207.6759,10.6211,37.0000,10.6020
30.83,"","","",204.7878,5.8738,207.6545,10.8075,37.0010,10.5740
30.87,"","","",204.8149,5.7835,207.6368,10.9938,37.0000,10.5480
30.90,"","","",204.8366,5.6931,207.6507,10.9006,37.0000,10.5390
30.93,"","","",204.7778,5.7835,207.6358,10.9006,37.0000,10.5230
30.97,"","","",204.7317,5.7835,207.6153,10.9006,37.0010,10.4650
31.00,"","","",204.7390,5.7835,207.6302,10.8075,37.0000,10.4560
31.03,"","","",204.7290,5.7835,207.6023,10.9006,37.0010,10.4200
31.07,"","","",204.7137,5.8738,207.5604,10.9938,37.0010,10.3930
31.10,"","","",204.6703,5.9642,207.5417,11.0870,36.9990,10.4270
31.13,"","","",204.6269,6.0546,207.5091,11.0870,36.9990,10.4570
31.17,"","","",204.6450,6.1449,207.5268,11.0870,36.9990,10.4970
31.20,"","","",204.6441,6.2353,207.4793,11.0870,36.9980,10.5210
31.23,"","","",204.6079,6.3257,207.4514,11.0870,36.9990,10.5540
31.27,"","","",204.5826,6.4160,207.4318,10.9938,37.0000,10.5780
31.30,"","","",204.5935,6.5064,207.4020,10.9938,37.0000,10.5810
31.33,"","","",204.6034,6.5064,207.3638,11.0870,37.0010,10.5330
31.37,"","","",204.5881,6.5968,207.3209,11.0870,37.0010,10.5150
31.40,"","","",204.5890,6.6871,207.3433,10.9938,37.0000,10.5320
31.43,"","","",204.6097,6.5968,207.3163,10.9006,37.0000,10.5110
31.47,"","","",204.5736,6.5064,207.2883,10.9006,37.0010,10.4500
31.50,"","","",204.5365,6.5064,207.2538,10.8075,37.0020,10.4390
31.53,"","","",204.5402,6.5064,207.2212,10.8075,37.0010,10.4110
31.57,"","","",204.5094,6.5968,207.2128,10.9006,37.0010,10.3810
31.60,"","","",204.4932,6.5968,207.2035,10.9006,36.9990,10.4270
31.63,"","","",204.4778,6.6871,207.2045,10.7143,36.9990,10.4430
31.67,"","","",204.4606,6.7775,207.1961,10.6211,36.9990,10.4590
31.70,"","","",204.4209,6.7775,207.1635,10.5280,36.9990,10.4960
31.73,"","","",204.3874,6.7775,207.1504,10.4348,36.9990,10.5400
31.77,"","","",204.4109,6.7775,207.1169,10.4348,37.0000,10.5510
31.80,"","","",204.4399,6.7775,207.0563,10.4348,37.0010,10.5050
31.83,"","","",204.4344,6.7775,207.0619,10.4348,37.0010,10.4860
31.87,"","","",204.4155,6.7775,207.0405,10.5280,36.9990,10.5310
31.90,"","","",204.4209,6.7775,206.9939,10.6211,37.0000,10.5310
31.93,"","","",204.4146,6.6871,206.9622,10.6211,37.0010,10.4880
31.97,"","","",204.3974,6.5968,206.9184,10.7143,37.0010,10.4670
32.00,"","","",204.3513,6.5064,206.8942,10.7143,37.0010,10.4220
32.03,"","","",204.3061,6.5968,206.8802,10.8075,37.0030,10.3580
32.07,"","","",204.3197,6.5064,206.8802,10.9006,37.0030,10.3340
32.10,"","","",204.3206,6.4160,206.8597,10.9938,37.0010,10.3260
32.13,"","","",204.3287,6.3257,206.8094,11.1801,37.0010,10.2960
32.17,"","","",204.3251,6.2353,206.7489,11.3665,37.0000,10.3090
32.20,"","","",204.3341,6.0546,206.7377,11.5528,37.0000,10.2890
32.23,"","","",204.3432,5.7835,206.7116,11.7392,37.0010,10.2740
32.27,"","","",204.3079,5.6931,206.6920,11.8323,37.0000,10.2750
32.30,"","","",204.2591,5.6027,206.6632,11.9255,36.9980,10.3130
32.33,"","","",204.2266,5.6027,206.6836,11.9255,36.9990,10.3360
32.37,"","","",204.1995,5.6027,206.6445,11.9255,36.9990,10.3580
32.40,"","","",204.2004,5.6027,206.6408,11.9255,36.9990,10.3980
32.43,"","","",204.1814,5.6931,206.6194,11.9255,36.9990,10.4170
32.47,"","","",204.1516,5.8738,206.5923,11.9255,37.0010,10.3680
32.50,"","","",204.1579,5.8738,206.6315,11.7392,37.0020,10.3390
32.53,"","","",204.1796,5.8738,206.6128,11.6460,37.0010,10.3290
32.57,"","","",204.1561,5.9642,206.5392,11.6460,37.0010,10.2820
32.60,"","","",204.1073,6.0546,206.4992,11.6460,37.0010,10.2560
32.63,"","","",204.0938,6.1449,206.4479,11.6460,37.0010,10.2180
32.67,"","","",204.0983,6.2353,206.4284,11.7392,37.0000,10.2190
32.70,"","","",204.0992,6.2353,206.4097,11.8323,36.9990,10.2580
32.73,"","","",204.0666,6.2353,206.3930,11.8323,37.0000,10.2780
32.77,"","","",204.0459,6.2353,206.4079,11.8323,36.9990,10.3010
32.80,"","","",204.0178,6.2353,206.4004,11.7392,37.0010,10.2640
32.83,"","","",203.9835,6.3257,206.3818,11.7392,37.0010,10.2380
32.87,"","","",203.9428,6.5064,206.3305,11.7392,36.9990,10.2830
32.90,"","","",203.9157,6.6871,206.2812,11.7392,37.0000,10.2690
32.93,"","","",203.9763,6.6871,206.2541,11.8323,37.0010,10.2330
32.97,"","","",204.0079,6.6871,206.1852,11.8323,37.0000,10.2310
33.00,"","","",203.9564,6.7775,206.1563,11.9255,37.0000,10.2580
33.03,"","","",203.8931,6.9582,206.1097,11.9255,36.9990,10.3000
33.07,"","","",203.8769,7.2293,206.0818,12.0187,36.9980,10.3370
33.10,"","","",203.8949,7.3197,206.0380,12.1118,37.0000,10.3350
33.13,"","","",203.8751,7.4101,206.0110,12.2982,37.0010,10.2920
33.17,"","","",203.8525,7.4101,206.0128,12.3913,37.0000,10.2940
33.20,"","","",203.8064,7.5908,206.0333,12.2982,37.0000,10.3240
33.23,"","","",203.8443,7.5004,206.0399,12.2982,37.0000,10.3020
33.27,"","","",203.8480,7.5004,206.0072,12.2050,37.0020,10.2450
33.30,"","","",203.7992,7.5004,205.9998,12.2050,37.0020,10.2090
33.33,"","","",203.7901,7.5004,205.9588,12.2050,37.0010,10.2030
33.37,"","","",203.8055,7.5908,205.8973,12.2982,37.0010,10.1740
33.40,"","","",203.7964,7.5908,205.8871,12.2982,37.0000,10.2030
33.43,"","","",203.7657,7.5908,205.8666,12.2982,37.0000,10.2240
33.47,"","","",203.7151,7.5908,205.8125,12.3913,37.0000,10.2230
33.50,"","","",203.7115,7.5908,205.7669,12.5777,37.0010,10.1750
33.53,"","","",203.6889,7.5908,205.7669,12.6708,37.0010,10.1530
33.57,"","","",203.6419,7.5004,205.8060,12.6708,36.9990,10.1870
33.60,"","","",203.6338,7.5004,205.7492,12.7640,37.0000,10.2160
33.63,"","","",203.6302,7.5004,205.7352,12.8572,36.9990,10.2560
33.67,"","","",203.6356,7.5004,205.7128,12.7640,36.9990,10.2720
33.70,"","","",203.6410,7.5004,205.7212,12.7640,37.0000,10.2630
33.73,"","","",203.6356,7.5004,205.6653,12.6708,37.0000,10.2610
33.77,"","","",203.6202,7.4101,205.6215,12.6708,37.0010,10.2270
33.80,"","","",203.6139,7.4101,205.5889,12.6708,37.0010,10.1870
33.83,"","","",203.6031,7.3197,205.5927,12.5777,37.0000,10.1920
33.87,"","","",203.5723,7.2293,205.5423,12.3913,37.0000,10.1700
33.90,"","","",203.5461,7.1390,205.5190,12.3913,37.0000,10.1810
33.93,"","","",203.5452,7.1390,205.4827,12.3913,37.0000,10.1710
33.97,"","","",203.5136,7.1390,205.4492,12.3913,37.0000,10.1410
34.00,"","","",203.5181,7.0486,205.4361,12.4845,37.0000,10.1710
34.03,"","","",203.5172,6.9582,205.4277,12.4845,37.0000,10.1510
34.07,"","","",203.4892,6.8679,205.4072,12.3913,37.0010,10.1160
34.10,"","","",203.4594,6.8679,205.4072,12.2982,36.9990,10.1640
34.13,"","","",203.4386,6.8679,205.3644,12.1118,36.9990,10.1890
34.17,"","","",203.4341,6.9582,205.3467,11.9255,37.0000,10.2020
34.20,"","","",203.4485,6.9582,205.3048,11.8323,37.0010,10.1740
34.23,"","","",203.4214,7.0486,205.2722,11.7392,37.0020,10.1520
34.27,"","","",203.3826,7.0486,205.2675,11.6460,37.0010,10.1300
34.30,"","","",203.3654,6.9582,205.2703,11.6460,37.0000,10.0990
34.33,"","","",203.3817,6.8679,205.2740,11.5528,37.0000,10.0910
34.37,"","","",203.3880,6.8679,205.2423,11.5528,36.9990,10.1370
34.40,"","","",203.3564,6.8679,205.1566,11.6460,36.9990,10.1590
34.43,"","","",203.3247,6.8679,205.1175,11.8323,37.0010,10.1150
34.47,"","","",203.2958,6.9582,205.0812,12.0187,37.0010,10.0960
34.50,"","","",203.2434,7.0486,205.0532,12.2050,37.0010,10.0590
34.53,"","","",203.2118,7.2293,205.0402,12.2050,37.0020,10.0330
34.57,"","","",203.2136,7.3197,205.0243,12.2050,36.9990,10.0730
34.60,"","","",203.2018,7.3197,205.0169,12.2050,37.0000,10.0740
34.63,"","","",203.1973,7.4101,204.9824,12.1118,37.0010,10.0450
34.67,"","","",203.2163,7.4101,204.9442,12.2050,37.0010,9.9950
34.70,"","","",203.1684,7.4101,204.9209,12.2050,36.9990,10.0350
34.73,"","","",203.1521,7.4101,204.8706,12.2982,36.9980,10.0740
34.77,"","","",203.1476,7.4101,204.8538,12.3913,36.9990,10.0930
34.80,"","","",203.1060,7.5004,204.7905,12.5777,37.0000,10.1120
34.83,"","","",203.0997,7.5908,204.7383,12.8572,37.0000,10.1010
34.87,"","","",203.1295,7.5908,204.7513,13.0435,37.0020,10.0480
34.90,"","","",203.1431,7.5908,204.7588,13.0435,37.0020,10.0390
34.93,"","","",203.1115,7.6812,204.7448,13.0435,37.0000,10.0320
34.97,"","","",203.0952,7.6812,204.6722,13.0435,37.0010,9.9890
35.00,"","","",203.1051,7.6812,204.6619,13.1367,37.0000,10.0200
35.03,"","","",203.0907,7.5908,204.6209,13.1367,37.0000,10.0470
35.07,"","","",203.0825,7.5004,204.6237,13.1367,37.0010,10.0070
35.10,"","","",203.0491,7.4101,204.5930,13.1367,37.0010,9.9870
35.13,"","","",203.0184,7.3197,204.5510,13.2298,37.0000,9.9750
35.17,"","","",202.9913,7.3197,204.5222,13.3230,37.0000,9.9870
35.20,"","","",202.9804,7.3197,204.4895,13.3230,37.0000,9.9830
35.23,"","","",203.0021,7.2293,204.4281,13.5093,37.0000,9.9880
